t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,10.0,0.0,5,1,0,0,0,0.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,9.999980000006666,-0.01999998666666933,5,1,0,0,0,-0.0039999973333338665,-1.9999960000013333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,9.999920000106666,-0.03999989333341867,5,1,0,0,0,-0.007999978666683734,-1.9999840000213334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03,9.99982000054,-0.059999640000647995,5,1,0,0,0,-0.0119999280001296,-1.999964000108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04,9.999680001706663,-0.07999914666939734,5,1,0,0,0,-0.015999829333879466,-1.9999360003413327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,9.999500004166652,-0.09999833334166665,5,1,0,0,0,-0.01999966666833333,-1.9999000008333305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.060000000000000005,9.999280008639959,-0.11999712002073594,5,1,0,0,0,-0.023999424004147188,-1.9998560017279916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07,9.999020016006563,-0.13999542671148513,5,1,0,0,0,-0.027999085342297027,-1.9998040032013125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,9.998720027306433,-0.15999317342071415,5,1,0,0,0,-0.03199863468414283,-1.9997440054612867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09,9.998380043739527,-0.17999028015746277,5,1,0,0,0,-0.03599805603149255,-1.9996760087479055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09999999999999999,9.998000066665778,-0.19998666693333078,5,1,0,0,0,-0.03999733338666615,-1.9996000133331555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10999999999999999,9.997580097605091,-0.2199822537627977,5,1,0,0,0,-0.04399645075255954,-1.9995160195210184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.11999999999999998,9.997120138237346,-0.23997696066354285,5,1,0,0,0,-0.04799539213270857,-1.999424027647469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12999999999999998,9.996620190402377,-0.2599707076567654,5,1,0,0,0,-0.05199414153135307,-1.9993240380804753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.13999999999999999,9.996080256099974,-0.27996341476750386,5,1,0,0,0,-0.05599268295350077,-1.9992160512199948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,9.995500337489876,-0.2999550020249566,5,1,0,0,0,-0.05999100040499132,-1.999100067497975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,9.994880436891755,-0.3199453894628012,5,1,0,0,0,-0.06398907789256024,-1.9989760873783509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,9.994220556785212,-0.3399344971195145,5,1,0,0,0,-0.0679868994239029,-1.9988441113570423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18000000000000002,9.993520699809768,-0.3599222450386925,5,1,0,0,0,-0.07198444900773851,-1.9987041399619536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19000000000000003,9.992780868764848,-0.37990855326937034,5,1,0,0,0,-0.07598171065387407,-1.9985561737529698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20000000000000004,9.99200106660978,-0.3998933418663417,5,1,0,0,0,-0.07997866837326834,-1.9984002133219558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21000000000000005,9.991181296463767,-0.41987653089047866,5,1,0,0,0,-0.08397530617809573,-1.9982362592927532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22000000000000006,9.990321561605889,-0.43985804040905196,5,1,0,0,0,-0.0879716080818104,-1.9980643123211776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23000000000000007,9.989421865475084,-0.4598377904960501,5,1,0,0,0,-0.09196755809921002,-1.9978843730950169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24000000000000007,9.988482211670139,-0.4798157012324994,5,1,0,0,0,-0.09596314024649988,-1.9976964423340275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25000000000000006,9.987502603949663,-0.49979169270678336,5,1,0,0,0,-0.09995833854135668,-1.9975005207899326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.26000000000000006,9.986483046232088,-0.519765685014963,5,1,0,0,0,-0.10395313700299261,-1.9972966092464177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2700000000000001,9.985423542595644,-0.5397375982610957,5,1,0,0,0,-0.10794751965221913,-1.9970847085191288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2800000000000001,9.984324097278344,-0.5597073525575549,5,1,0,0,0,-0.11194147051151097,-1.9968648194556688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2900000000000001,9.983184714677966,-0.5796748680253501,5,1,0,0,0,-0.11593497360507002,-1.9966369429355932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3000000000000001,9.982005399352042,-0.5996400647944462,5,1,0,0,0,-0.11992801295888923,-1.9964010798704084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3100000000000001,9.980786156017828,-0.6196028630040826,5,1,0,0,0,-0.12392057260081651,-1.9961572312035658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3200000000000001,9.9795269895523,-0.6395631828030932,5,1,0,0,0,-0.12791263656061863,-1.99590539791046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3300000000000001,9.978227904992117,-0.6595209443502252,5,1,0,0,0,-0.13190418887004504,-1.9956455809984235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.34000000000000014,9.97688890753362,-0.6794760678144594,5,1,0,0,0,-0.13589521356289186,-1.9953777815067242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35000000000000014,9.975510002532795,-0.699428473375328,5,1,0,0,0,-0.1398856946750656,-1.9951020005065592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.36000000000000015,9.974091195505261,-0.7193780812232358,5,1,0,0,0,-0.14387561624464715,-1.9948182391010523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37000000000000016,9.972632492126245,-0.7393248115597778,5,1,0,0,0,-0.14786496231195556,-1.9945264984252489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.38000000000000017,9.971133898230555,-0.7592685845980595,5,1,0,0,0,-0.1518537169196119,-1.994226779646111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3900000000000002,9.969595419812569,-0.7792093205630151,5,1,0,0,0,-0.155841864112603,-1.9939190839625136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4000000000000002,9.968017063026194,-0.7991469396917273,5,1,0,0,0,-0.15982938793834547,-1.9936034126052387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4100000000000002,9.966398834184858,-0.8190813622337463,5,1,0,0,0,-0.16381627244674926,-1.9932797668369717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4200000000000002,9.964740739761474,-0.8390125084514086,5,1,0,0,0,-0.1678025016902817,-1.992948147952295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4300000000000002,9.963042786388419,-0.8589402986201556,5,1,0,0,0,-0.17178805972403113,-1.992608557277684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4400000000000002,9.961304980857502,-0.8788646530288535,5,1,0,0,0,-0.1757729306057707,-1.9922609961715003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45000000000000023,9.959527330119943,-0.8987854919801109,5,1,0,0,0,-0.1797570983960222,-1.9919054660239885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.46000000000000024,9.957709841286341,-0.918702735790599,5,1,0,0,0,-0.1837405471581198,-1.9915419682572684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.47000000000000025,9.955852521626653,-0.9386163047913688,5,1,0,0,0,-0.18772326095827377,-1.9911705043253307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.48000000000000026,9.953955378570154,-0.9585261193281709,5,1,0,0,0,-0.19170522386563418,-1.9907910757140306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.49000000000000027,9.952018419705409,-0.9784320997617737,5,1,0,0,0,-0.19568641995235475,-1.990403683941082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5000000000000002,9.950041652780257,-0.998334166468282,5,1,0,0,0,-0.1996668332936564,-1.9900083305560514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5100000000000002,9.94802508570176,-1.0182322398394557,5,1,0,0,0,-0.2036464479678911,-1.989605017140352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5200000000000002,9.945968726536185,-1.0381262402830274,5,1,0,0,0,-0.20762524805660548,-1.989193745307237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
